name,rating,reviews,company_type,Head_Quarters
Symphoni HR,4.0,(198),Recruitment,Mumbai +1 other locations
Tresor Systems,3.6,(198),Retail,New Delhi +26 other locations
Wingreens Farms,4.0,(197),Power,Gurugram +21 other locations
Bharat Institutions,3.3,(197),Education & Training,Hyderabad +7 other locations
Mfine,3.7,(198),Internet,Bengaluru +15 other locations
Caretel Infotech,3.4,(197),Analytics & KPO,New Delhi +10 other locations
Dalmia-OCL,3.8,(197),Building Material,Rourkela +30 other locations
The Cosmos Co-operative Bank,3.5,(197),Banking,Pune +25 other locations
Thejo Engineering,4.0,(197),Engineering & Construction,Chennai +34 other locations
Volksoft Technologies,4.3,(197),Software Product,Hyderabad +2 other locations
Avis,3.7,(197),Internet,Gurugram +19 other locations
Dollar Industries,3.5,(197),Fashion & Textile,Kolkata +33 other locations
Providence Global Center,3.7,(197),IT Services & Consulting,Hyderabad +2 other locations
MBL Infrastructure Limited,3.7,(200),Engineering & Construction,New Delhi +22 other locations
PEARCE SERVICES,3.3,(197),Telecom,Sahibzada Ajit Singh Nagar +12 other locations
CIMS Hospital,4.2,(197),Healthcare,Ahmedabad +19 other locations
Elin Electronics,3.8,(197),Ghaziabad +10 other locations,
TechStar Group,4.2,(197),IT Services & Consulting,Hyderabad +9 other locations
Lakshmi Life Sciences,3.9,(197),Industrial Automation,Coimbatore +5 other locations
Cloud Analogy,3.9,(211),IT Services & Consulting,Noida +11 other locations
Puthur Infotech,3.6,(197),IT Services & Consulting,Bengaluru +50 other locations
Loconav,3.0,(197),Software Product,Gurugram +10 other locations
Taikisha Engineering India,3.9,(197),Industrial Machinery,Pune +13 other locations
ECOS (I) MOBILITY & HOSPITALITY,4.0,(198),Sports & Recreation,New Delhi +12 other locations
Oxyzo Financial Services,3.3,(197),Financial Services,Gurugram +27 other locations
DGS Technical Services,3.1,(197),Design,Bengaluru +10 other locations
Saudi Electricity Company,4.1,(197),Power,Riyadh +20 other locations
Doubletree By Hilton,4.0,(197),Hospitality,New Delhi +21 other locations
GKC Projects,4.4,(196),Engineering & Construction,Hyderabad +26 other locations
Hy Gro Chemicals Pharmtek,3.8,(196),Pharma,Hyderabad +8 other locations
Springbord Systems,4.1,(196),IT Services & Consulting,Chennai +11 other locations
Energy Efficiency Services,3.8,(197),Power,New Delhi +35 other locations
N.K. Realtors,4.2,(196),Real Estate,Kolkata +6 other locations
Beyond Key,4.3,(196),IT Services & Consulting,Indore +5 other locations
Amelia,3.4,(192),Bengaluru +5 other locations,
TransPerfect,2.9,(197),Hardware & Networking,Pune +7 other locations
Army Medical Corps,4.8,(196),Healthcare,New Delhi +32 other locations
Ami Polymer,3.7,(196),Medical Equipment,Dadra & Nagar Haveli +14 other locations
Ohmium,3.1,(196),Power,Bengaluru +7 other locations
TomTom,4.1,(196),IT Services & Consulting,Pune +2 other locations
Mashreq Bank,3.1,(196),Banking,Bengaluru +11 other locations
E Pack Polymers,3.8,(196),Packaging,Greater Noida +18 other locations
Pilot Industries,3.5,(196),Metals & Mining,New Delhi +20 other locations
Enmas O & M Services,4.2,(196),Oil & Gas,Chennai +32 other locations
Dayal Fertilizers,3.8,(196),Agro Chemicals,Meerut +48 other locations
Canvera,3.7,(196),Printing & Publishing,Bengaluru +28 other locations
Adhaan Solutions,3.8,(196),Recruitment,Ahmedabad +63 other locations
MKU,3.4,(196),Defence & Aerospace,Kanpur +10 other locations
Entertainment Network India,3.5,(196),Media & Entertainment,Mumbai +42 other locations
S.S. Kothari Mehta & Co,3.4,(196),Accounting & Auditing,New Delhi +7 other locations
Rajapushpa Properties,3.8,(196),Real Estate,Hyderabad +5 other locations
Paytm Money,3.2,(196),FinTech,Bengaluru +23 other locations
Ajmera Realty & Infra India,4.5,(196),Real Estate,Mumbai +6 other locations
Merkle Sokrati,3.7,(192),Marketing & Advertising,Pune +3 other locations
Dishnet Wireless,4.3,(195),Telecom,Kolkata +43 other locations
InfoService,4.1,(195),IT Services & Consulting,Bengaluru +26 other locations
Samkwang India Electronic,3.2,(195),Electronics Manufacturing,Greater Noida +9 other locations
Timex Group India,3.9,(195),Metals & Mining,Noida +30 other locations
Blowhorn,3.3,(195),Logistics,Bengaluru +16 other locations
Kalyan Toll Infrastructure,4.2,(195),Engineering & Construction,Indore +36 other locations
Exeltis,4.0,(195),Pharma,Mumbai +36 other locations
Beckman Coulter,3.5,(195),Medical Equipment,Bengaluru +18 other locations
VIS Networks,3.9,(195),Telecom,Bengaluru +19 other locations
i-exceed technology solutions,2.7,(195),FinTech,Bengaluru +6 other locations
Maahi Milk Producer Company,4.2,(195),Food Processing,Rajkot +29 other locations
Rudrabhishek Enterprises,3.2,(195),Urban Transport,Noida +34 other locations
Prasol Chemicals,3.5,(195),Chemicals,Mumbai +10 other locations
Hospet Steels,3.6,(195),Iron & Steel,Hosapete +9 other locations
Globus Spirits,3.9,(195),Beverage,New Delhi +27 other locations
Tata Asset Management Private Limited,3.8,(195),Financial Services,Mumbai +53 other locations
Colruyt Group,3.8,(195),IT Services & Consulting,Hyderabad +4 other locations
S.R.Batliboi & Co.,3.0,(195),Accounting & Auditing,New Delhi +15 other locations
India Pesticides,3.9,(195),Agro Chemicals,Lucknow +21 other locations
Embassy Services,3.9,(197),Facility Management Services,Bengaluru +16 other locations
Schreiber Dynamix Dairies,4.0,(195),Electronics Manufacturing,Pune +15 other locations
Kirloskar Technologies,4.1,(195),Medical Equipment,Jaipur +35 other locations
Arihant Superstructures,3.5,(195),Real Estate,Mumbai +6 other locations
Comcast India Engineering Center,3.8,(195),Software Product,Chennai +3 other locations
Srg Housing Finance,4.0,(195),NBFC,Udaipur +56 other locations
Pin Click,2.8,(195),Real Estate,Bengaluru +6 other locations
Frontizo Business Services,3.5,(195),BPO,Chandigarh +12 other locations
Sleepwell,4.2,(195),Furniture & Furnishing,New Delhi +71 other locations
Food Corporation of India,4.1,(195),Government,New Delhi +68 other locations
DST Worldwide Services,4.2,(194),Hyderabad +6 other locations,
Ushodaya Enterprises,4.1,(194),FMCG,Hyderabad +28 other locations
Gulf Spic General Trading & Contracting Company,3.5,(194),Engineering & Construction,Chennai +13 other locations
Service Master Clean,3.9,(194),Facility Management Services,New Delhi +47 other locations
SCIO Management Solutions,4.3,(194),BPO,Chennai +5 other locations
Zen3 Info Solutions,3.9,(194),IT Services & Consulting,Hyderabad +3 other locations
SACHA Engineering,3.4,(194),IT Services & Consulting,Chennai +9 other locations
Manika Plastech Private Limited,4.0,(194),Building Material,Dehradun +16 other locations
Ludhiana Beverages,3.9,(194),Beverage,Ludhiana +11 other locations
IILM,4.0,(194),Education & Training,New Delhi +9 other locations
DE Shaw,3.6,(194),Financial Services,Hyderabad +6 other locations
IIHT,3.6,(195),Bengaluru +29 other locations,
Nutanix,3.6,(194),Software Product,Bengaluru +6 other locations
Simplify Healthcare,2.7,(194),Software Product,Pune +3 other locations
Margadarsi Chit Fund,3.8,(194),Financial Services,Hyderabad +32 other locations
OnMobile Global,3.4,(194),Telecom,Bengaluru +14 other locations
Lizmontagens India,4.1,(205),Mumbai +20 other locations,
NSL Textiles,4.0,(194),Fashion & Textile,Guntur +14 other locations
PP Rolling Mills,3.9,(194),Industrial Machinery,Faridabad +9 other locations
Hyundai Engineering,4.0,(194),Engineering & Construction,Chennai +24 other locations
Luthra Group Company,4.2,(194),Waste Management,Surat +18 other locations
Revolt Motors,3.3,(194),Internet,Gurugram +23 other locations
Vrinsoft Technology,4.6,(194),IT Services & Consulting,Ahmedabad +2 other locations
JNET Technologies,3.7,(194),IT Services & Consulting,Hyderabad +25 other locations
Destek Infosolutions,4.1,(193),IT Services & Consulting,Pune +3 other locations
Itvedant Education,4.0,(194),Education & Training,Mumbai +10 other locations
Extentia Information Technology,3.4,(194),IT Services & Consulting,Pune +3 other locations
Valethi Technologies,3.1,(194),Analytics & KPO,Nagpur +6 other locations
DevTown,3.7,(193),Education & Training,Bengaluru +12 other locations
Anu Industries,3.4,(193),Packaging,Gurugram +14 other locations
Kohler Power,4.0,(193),Power,Pune +13 other locations
DAIMLER TRUCKS ASIA,3.8,(193),Chennai +17 other locations,
Cerium Systems,2.8,(193),IT Services & Consulting,Bengaluru +8 other locations
China State Construction Engineering Corporation,3.9,(193),Engineering & Construction,New Delhi +29 other locations
RJ Corp,4.3,(193),Retail,Gurugram +38 other locations
Bharat Oman Refineries,3.9,(193),Oil & Gas,Bina +14 other locations
Black & Veatch,4.1,(194),Engineering & Construction,Mumbai +13 other locations
Roots Multiclean,3.9,(193),Industrial Machinery,Coimbatore +27 other locations
Clarion Technologies,3.8,(193),IT Services & Consulting,Pune +8 other locations
RLabs Enterprise Services,3.0,(193),Recruitment,Bengaluru +12 other locations
Svasti Microfinance,4.1,(193),Financial Services,Mumbai +61 other locations
Windsor Machines,4.1,(193),Industrial Machinery,Ahmedabad +18 other locations
Infojini,3.0,(193),IT Services & Consulting,Mumbai +11 other locations
Biophore India Pharmaceuticals,3.2,(193),Pharma,Hyderabad +4 other locations
DTC Projects,3.9,(193),Real Estate,Kolkata +7 other locations
Techmagnate,4.2,(193),Marketing & Advertising,New Delhi +5 other locations
Autoline Industries,3.5,(193),Auto Components,Pune +20 other locations
Alp Nishikawa,4.1,(194),Auto Components,Gurugram +12 other locations
Astec LifeSciences,3.7,(193),Agro Chemicals,Mahad +10 other locations
Marathon Electric India,3.5,(193),Electrical Equipment,Faridabad +12 other locations
Jubilant Motorworks,4.0,(193),Automobile,Bengaluru +18 other locations
Odisha Power Generation Corporation,3.8,(193),Oil & Gas,Jharsuguda +11 other locations
SCON Projects,4.5,(193),Engineering & Construction,Pune +19 other locations
Arvind Techno Engineers,4.0,(193),Engineering & Construction,New Delhi +32 other locations
Green Park Hotels,4.3,(193),Hospitality,Hyderabad +14 other locations
AccSource KPO,3.2,(193),Accounting & Auditing,Chennai +4 other locations
Apache Footwear,3.6,(193),Fashion & Textile,Nellore +10 other locations
CENTRUM HOUSING FINANCE,4.0,(193),Financial Services,Mumbai +67 other locations
Amentum,3.8,(187),Defence & Aerospace,Bengaluru +22 other locations
Linux Laboratories,3.7,(193),Pharma,Chennai +34 other locations
DNEG CREATIVE SERVICES,3.0,(193),Animation & VFX,Mumbai +15 other locations
Abellon Clean Energy,3.0,(193),Other,Ahmedabad +21 other locations
Venus Home Appliances,4.0,(193),Consumer Electronics & Appliances,Chennai +33 other locations
NullClass,3.6,(193),Bengaluru +23 other locations,
ICE Data Services,3.2,(193),Financial Services,Hyderabad +5 other locations
Ksolves India Limited,3.0,(193),IT Services & Consulting,Noida +12 other locations
Knoldus Inc,3.8,(192),IT Services & Consulting,Noida +3 other locations
Al-Futtaim Group,3.9,(192),Retail,Dubai +18 other locations
Indobevs,3.9,(193),Beverage,New Delhi +24 other locations
Nyx-medical Solutions,3.2,(192),Analytics & KPO,Bengaluru +7 other locations
Manitou Equipment India,4.3,(192),Industrial Machinery,Greater Noida +11 other locations
Cholayil Private Limited,4.0,(192),FMCG,Chennai +32 other locations
Nuance Transcription Services,4.1,(192),IT Services & Consulting,Bengaluru +10 other locations
Affine,3.3,(192),IT Services & Consulting,Bengaluru +5 other locations
Cosmos Impex,4.2,(192),Industrial Machinery,Vadodara +20 other locations
SEW Eurodrive india,4.2,(192),Auto Components,Chennai +23 other locations
Vensure Employer Services,3.8,(192),Recruitment,Noida +4 other locations
Axalta Coating Systems,4.0,(192),Chemicals,Vadodara +25 other locations
Three D Integrated Solutions Ltd,3.1,(192),Aviation,Gurugram +27 other locations
In2IT Technologies,3.2,(192),IT Services & Consulting,Noida +15 other locations
Marolix Technology Solutions,2.8,(192),IT Services & Consulting,Hyderabad +3 other locations
Indel Money,3.9,(192),NBFC,Kochi +71 other locations
Godrej Appliances,3.7,(192),Consumer Electronics & Appliances,Pune +46 other locations
Eurofins Scientific,3.3,(192),"Testing, Inspection and Certification (TIC)",Bengaluru +20 other locations
Tm Automotive Seating Systems,3.5,(192),Auto Components,Pune +13 other locations
A3logics,3.6,(192),IT Services & Consulting,Jaipur +5 other locations
Laxmi India Finleasecap,3.9,(197),Jaipur +59 other locations,
Air India Express,3.3,(192),Aviation,New Delhi +26 other locations
Vijay Tanks & Vessels,4.2,(192),Engineering & Construction,Vadodara +20 other locations
Medecins Sans Frontieres,4.3,(192),Non-Profit,Mumbai +38 other locations
NMDC Steels,3.8,(192),Iron & Steel,Jagdalpur +17 other locations
Google Maps,4.8,(192),Internet,Hyderabad +26 other locations
Flender,3.7,(192),Industrial Machinery,Chennai +5 other locations
OEN India,4.1,(192),Auto Components,Pune +12 other locations
Maharaja Agrasen Hospital,3.7,(192),Healthcare,New Delhi +13 other locations
Hi-Tech,3.7,(191),Education & Training,New Delhi +58 other locations
AXIS Solutions,3.3,(191),Industrial Automation,Hyderabad +17 other locations
ICT Service Management Solutions,3.4,(191),IT Services & Consulting,Bengaluru +11 other locations
Adcock Ingram,3.9,(191),Pharma,Bengaluru +12 other locations
Abu Dhabi National Hotels,3.9,(191),Hospitality,Abu Dhabi +9 other locations
Jasmin Infotech,3.9,(191),Hardware & Networking,Chennai +2 other locations
Sun Direct TV,3.8,(191),Telecom,Chennai +50 other locations
Jagran New Media,3.3,(192),Internet,Noida +8 other locations
Solugenix India Private Limited,3.1,(191),IT Services & Consulting,Hyderabad +3 other locations
CETPA InfoTech,3.5,(191),IT Services & Consulting,Noida +10 other locations
The Chennai Silks,3.5,(191),Fashion & Textile,Coimbatore +21 other locations
Vegrow,3.8,(191),Internet,Bengaluru +25 other locations
CodSoft,3.8,(191),New Delhi +34 other locations,
Motorola Solutions,3.9,(191),Telecom,Bengaluru +25 other locations
Hurix Digital,3.2,(191),IT Services & Consulting,Mumbai +6 other locations
Jindal (India) Limited,4.0,(192),Iron & Steel,Kolkata +7 other locations
SOS Children's Village,3.4,(191),Non-Profit,New Delhi +31 other locations
Oasis Infobyte,4.1,(191),IT Services & Consulting,Pune +27 other locations
Brnd.Me,3.7,(191),Internet,Bengaluru +12 other locations
Anion Healthcare Services,3.9,(191),Healthcare,Hyderabad +4 other locations
Philip Morris International,4.2,(191),FMCG,New Delhi +44 other locations
Cadsys,3.5,(191),IT Services & Consulting,Hyderabad +4 other locations
ILJIN AUTOMOTIVE,3.6,(190),Automobile,Chennai +13 other locations
Empower Pragati,3.7,(190),Education & Training,New Delhi +54 other locations
Oswal Castings,3.6,(190),Metals & Mining,Faridabad +10 other locations
Stats Perform,3.5,(190),Sports & Recreation,Chennai +4 other locations
Talentica Software,4.1,(190),IT Services & Consulting,Pune +5 other locations
University Living Accommodation,3.9,(191),Internet,Noida +6 other locations
Code Brew Labs,3.1,(190),IT Services & Consulting,Chandigarh +5 other locations
Gennova Biopharmaceuticals,4.3,(190),Pharma,Pune +9 other locations
Liebherr Appliances India,4.0,(190),Industrial Machinery,Chhatrapati Sambhajinagar +34 other locations
Jabsons Foods,4.0,(190),Food Processing,Bharuch +33 other locations
Ester Industries,4.0,(190),Petrochemicals,Khatima +12 other locations
Osam Dairy,3.9,(190),Agriculture,Ranchi +20 other locations
Epitome Components,3.3,(190),Electrical Equipment,Ahilyanagar +10 other locations
Ruby General Hospital,3.3,(190),Healthcare,Kolkata +6 other locations
Repro India,3.3,(190),FMCG,Mumbai +15 other locations
AB Mauri India,3.9,(191),Food Processing,Bengaluru +32 other locations
HeyCoach,4.0,(190),Education & Training,Bengaluru +7 other locations
Laxmi Remote India,3.3,(190),Pharma,Noida +8 other locations
Nipro India Corporation,3.2,(190),Healthcare,Pune +16 other locations
The Souled Store,3.2,(190),Fashion & Textile,Mumbai +19 other locations
Mantra Softech,3.9,(190),IT Services & Consulting,Ahmedabad +23 other locations
Green Gene Enviro Protection And Infrastructure,3.5,(190),Waste Management,Faridabad +27 other locations
Godrej Capital,3.5,(216),Financial Services,Mumbai +26 other locations
Competition Team Technology,3.6,(190),Electronics Manufacturing,Chennai +5 other locations
Apps Associates,3.8,(190),IT Services & Consulting,Hyderabad +6 other locations
Monnet Group,4.5,(189),Metals & Mining,Raigarh +18 other locations
Karuna Greentech,4.5,(189),Electrical Equipment,Kolkata +17 other locations
Reventics,3.9,(189),Healthcare,Hyderabad +1 other locations
Clean Science And Technology,3.5,(190),Chemicals,Pune +5 other locations
Sheth Creators,3.1,(189),Real Estate,Mumbai +3 other locations
Iron Systems,3.3,(189),Hardware & Networking,Noida +11 other locations
Txd (india) Technology,3.9,(189),Electronics Manufacturing,Rewari +12 other locations
Tonglit Autogistic,3.7,(190),Logistics,Chennai +14 other locations
VAYA Finserv,4.0,(189),Financial Services,Hyderabad +48 other locations
Epson,4.2,(189),IT Services & Consulting,Bengaluru +52 other locations
Neosym Industry,3.9,(189),Auto Components,Pune +8 other locations
Monocept,3.4,(189),Software Product,Hyderabad +5 other locations
Tecumseh Products,3.4,(189),Industrial Machinery,Faridabad +8 other locations
Nippon Data Systems,3.6,(189),IT Services & Consulting,New Delhi +26 other locations
Zydus Pharma,3.7,(189),Pharma,Ahmedabad +40 other locations
Tirupati Medicare,4.4,(189),Pharma,Paonta Sahib +14 other locations
Redington Group,3.9,(189),IT Services & Consulting,Chennai +19 other locations
Expeditors International,3.8,(189),Logistics,Chennai +21 other locations
One Point Solutions,3.2,(189),Bengaluru +14 other locations,
Bullmen Realty,3.1,(189),Real Estate,Noida +13 other locations
NIMS University,2.9,(189),Education & Training,Jaipur +14 other locations
Hoonartek,3.5,(189),IT Services & Consulting,Pune +7 other locations
Exponentia.ai,3.7,(189),Emerging Technologies,Mumbai +7 other locations
Illusion Dental Laboratory,3.3,(189),Medical Equipment,Mumbai +27 other locations
Sahyadri Industries,3.3,(189),Building Material,Pune +27 other locations
J Mitra And Co,3.8,(189),Medical Equipment,New Delhi +22 other locations
Godavari Krishna Co-operative Society,4.8,(189),Financial Services,Vijayawada +17 other locations
Webasto Roofsystems India,3.9,(189),Automobile,Pune +9 other locations
Advids,3.7,(189),Marketing & Advertising,Pune +12 other locations
Bhansali Engineering Polymers,3.4,(189),Petrochemicals,Abu Road +13 other locations
EDR Continuous Information,2.9,(192),IT Services & Consulting,Chennai +2 other locations
Kifs Housing Finance,3.6,(188),Financial Services,Mumbai +68 other locations
Toto India Industries,3.8,(188),Building Material,Vadodara +15 other locations
Kiran Foreign Trade,3.0,(188),Software Product,Sahibzada Ajit Singh Nagar +10 other locations
Laxmi-Agni Components and Forging,3.5,(188),Industrial Machinery,Chhatrapati Sambhajinagar +8 other locations
Krishi Rasayan Exports,3.9,(188),Import & Export,Ankleshwar +39 other locations
IRIS KPO Resourcing,3.8,(188),Analytics & KPO,Chennai +2 other locations
Deutsche Telekom Digital Labs,3.7,(201),Software Product,Gurugram +5 other locations
Gulf Asia Contracting,3.3,(188),Engineering & Construction,Chennai +21 other locations
Timezone Entertainment,3.5,(188),Events,Mumbai +34 other locations
Kayjay Forging,3.6,(188),Auto Components,Ludhiana +9 other locations
Arabtec Construction,4.7,(187),Engineering & Construction,New Delhi +13 other locations
DSM Infocom,2.7,(188),IT Services & Consulting,Mumbai +38 other locations
SmartWorld Developers,4.2,(188),Real Estate,Gurugram +3 other locations
Aeon Credit Service,3.4,(188),Financial Services,Mumbai +12 other locations
CDM Smith,3.5,(188),Engineering & Construction,Bengaluru +27 other locations
Ducat,3.4,(188),Education & Training,Noida +12 other locations
Primus Techsystems,3.4,(188),IT Services & Consulting,Pune +10 other locations
Tata Institute of Social Sciences,4.3,(188),Education & Training,Mumbai +35 other locations
Rexel,3.6,(188),Industrial Automation,Pune +25 other locations
DB Engineering & Consulting,4.2,(187),Engineering & Construction,Bengaluru +12 other locations
Mobile Premier League,3.7,(187),Gaming,Bengaluru +12 other locations
Gameskraft,4.2,(187),Software Product,Bengaluru +2 other locations
i-Source Infosystems,3.7,(187),IT Services & Consulting,Pune +17 other locations
Dmi Housing Finance,4.0,(187),Financial Services,New Delhi +39 other locations
DS-MAX Properties,3.5,(188),Real Estate,Bengaluru +8 other locations
CoLive,3.9,(187),Real Estate,Bengaluru +9 other locations
CapitalVia,4.0,(187),Analytics & KPO,Indore +8 other locations
Mitsubishi Power India,4.4,(187),Industrial Machinery,Bengaluru +16 other locations
Dew Solutions,3.5,(187),IT Services & Consulting,Gurugram +11 other locations
CIGNEX,3.9,(187),IT Services & Consulting,Bengaluru +11 other locations
Royal Cyber,3.3,(187),IT Services & Consulting,Bengaluru +9 other locations
Edunext Technologies,3.4,(187),EdTech,Noida +12 other locations
Hubergroup,3.9,(188),Chemicals,Vapi +13 other locations
Mentorsity,4.4,(187),EdTech,New Delhi +11 other locations
Jayanita Exports,3.5,(187),Furniture & Furnishing,Greater Noida +11 other locations
Paranjape Schemes (Construction) Limited,3.2,(187),Real Estate,Pune +9 other locations
Emirates NBD,2.8,(187),Banking,Bengaluru +14 other locations
Kumaran Systems,3.4,(187),IT Services & Consulting,Chennai +5 other locations
Azure Hospitality,4.0,(187),Hospitality,New Delhi +13 other locations
Oliva Skin and Hair Clinics,3.8,(186),Healthcare,Hyderabad +11 other locations
Government of Bihar,3.5,(186),Government,Patna +33 other locations
Ican BPO,4.4,(186),BPO,Thane +3 other locations
R-Logic Technology Services,4.1,(186),IT Services & Consulting,Bengaluru +8 other locations
FreshersNow,4.0,(186),Hyderabad +39 other locations,
LS Automotive India,3.5,(186),Auto Components,Chennai +6 other locations
Param Renewable Energy,3.9,(190),Power,Bengaluru +38 other locations
Vmoksha Technologies,4.5,(186),IT Services & Consulting,Bengaluru +4 other locations
M*Modal,3.6,(186),IT Services & Consulting,Bengaluru +10 other locations
Systopic Laboratories,4.4,(186),Pharma,New Delhi +51 other locations
BookMyShow,3.7,(186),Internet,Mumbai +13 other locations
Goibibo,2.6,(186),Internet,Gurugram +19 other locations
E2logy Software Solutions,4.1,(187),IT Services & Consulting,Noida +2 other locations
Eglo India,3.3,(186),Consumer Electronics & Appliances,Bawal +9 other locations
Icl Fincorp,3.2,(186),NBFC,Thrissur +32 other locations
Agrim,2.9,(186),Agriculture,Gurugram +14 other locations
Integrated Resources,3.8,(189),Recruitment,Gurugram +6 other locations
Sims Hospital,3.9,(186),Healthcare,Chennai +18 other locations
House Of Diagnostics,4.1,(186),Healthcare,New Delhi +4 other locations
Fortune Marketing,3.7,(186),Hardware & Networking,New Delhi +31 other locations
Emversity,4.0,(187),Education & Training,Bengaluru +23 other locations
Object Technology Solutions,3.8,(186),IT Services & Consulting,Hyderabad +11 other locations
LawSikho,4.0,(186),New Delhi +9 other locations,
Danblock Brakes,3.9,(186),Industrial Machinery,Sonipat +8 other locations
CloudMoyo,4.0,(186),Software Product,Pune +3 other locations
Biorad Medisys,3.8,(186),Healthcare,Pune +13 other locations
Cheema Boilers,4.2,(186),Industrial Machinery,Sahibzada Ajit Singh Nagar +13 other locations
BGD Tech PVT LTD,4.3,(186),IT Services & Consulting,Bengaluru +2 other locations
TekisHub Consulting Services,3.9,(186),IT Services & Consulting,Hyderabad +13 other locations
Fermenta Biotech,4.2,(185),Biotechnology,Bharuch +12 other locations
Massive Restaurants,3.8,(185),Hospitality,New Delhi +17 other locations
Fiat Chrysler Automobiles,3.7,(185),Automobile,Chennai +12 other locations
World Health Organization,3.9,(185),Government,New Delhi +85 other locations
Ubique Systems,3.8,(185),Recruitment,Kolkata +11 other locations
Tata Main Hospital,3.8,(185),Healthcare,Jamshedpur +11 other locations
ARC Document Solutions,2.8,(185),Printing & Publishing,Kolkata +4 other locations
Delhi World Public School,3.6,(185),Education & Training,Kolkata +57 other locations
Apollo Telehealth Services,3.9,(185),Healthcare,Hyderabad +41 other locations
Aditya Anagha Multi State Credit Co-Operative Society,4.8,(185),Banking,Nagpur +30 other locations
HLE Glascoat,3.3,(185),Industrial Machinery,Anand +9 other locations
Givaudan,4.1,(185),Beauty & Personal Care,Pune +10 other locations
Modern Automotives,3.9,(185),Auto Components,Gurugram +20 other locations
Samsung Semiconductor,3.2,(185),Semiconductors,Bengaluru +6 other locations
Truemeds,3.5,(185),Pharma,Mumbai +21 other locations
Open Financial Technologies Private Limited,3.2,(185),FinTech,Bengaluru +12 other locations
Lubrizol Corporation,4.2,(185),Chemicals,Mumbai +10 other locations
insightsoftware,3.6,(186),Software Product,Hyderabad +5 other locations
Soch Apparels,4.4,(186),Fashion & Textile,Bengaluru +41 other locations
PS Group,3.7,(185),Real Estate,Kolkata +10 other locations
Profinch Solutions,3.5,(185),FinTech,Bengaluru +6 other locations
NTC Logistics India,4.1,(185),Logistics,Chennai +23 other locations
India Post Payments Bank,4.3,(198),Government,New Delhi +85 other locations
Gokul Agro Resources,3.8,(185),FMCG,Gandhidham +17 other locations
Enrich Hair And Skin Solutions,3.6,(185),Beauty & Personal Care,Mumbai +11 other locations
Value Rcm Solutions,4.1,(185),Analytics & KPO,Kolkata +1 other locations
Amtex Systems,3.1,(185),IT Services & Consulting,Chennai +7 other locations
Zuari Agro Chemicals,3.9,(185),Agro Chemicals,Vasco Da Gama +55 other locations
TALENTEDGE,3.2,(184),EdTech,Pune +11 other locations
ASK-EHS Engineering & Consultants,3.6,(184),Engineering & Construction,Surat +32 other locations
Hyundai Heavy Industries,3.7,(184),Industrial Machinery,Pune +17 other locations
Kumar Organic Products,3.6,(184),Chemicals,Bengaluru +16 other locations
L&T Infrastructure Development Projects,4.0,(184),Engineering & Construction,Chennai +39 other locations
Ginni Filaments,4.0,(184),Fashion & Textile,Noida +15 other locations
HEUBACH Colour,4.0,(184),Chemicals,Ankleshwar +14 other locations
INDIA TODAY GROUP,3.6,(184),Media & Entertainment,Noida +12 other locations
Bygging India,3.9,(184),Engineering & Construction,New Delhi +35 other locations
Salasar Techno Engineering,4.1,(184),Iron & Steel,Ghaziabad +24 other locations
KayBee Bio Organics,3.8,(184),Agro Chemicals,Pune +15 other locations
International Travel House,3.9,(184),Hospitality,New Delhi +20 other locations
Roha Housing Finance,3.6,(184),Financial Services,New Delhi +38 other locations
Nandi Toyota,3.8,(184),Automobile,Bengaluru +6 other locations
Hogarth Worldwide,3.4,(184),Marketing & Advertising,Chennai +7 other locations
CPC Diagnostics,3.7,(184),Medical Equipment,Chennai +29 other locations
INFRES METHODEX,3.2,(184),Industrial Automation,New Delhi +40 other locations
Carwale,3.4,(184),Internet,Mumbai +21 other locations
Fabtech Projects & Engineers,3.8,(184),Engineering & Construction,Pune +20 other locations
Hotel Parle International,3.8,(184),Travel & Tourism,Mumbai +71 other locations
Lumiq,3.3,(184),IT Services & Consulting,Noida +4 other locations
Futurism Technologies,3.6,(184),IT Services & Consulting,Pune +3 other locations
Capricorn Logistics,3.6,(184),Logistics,Mumbai +23 other locations
Inteva Products,3.6,(184),Auto Components,Bengaluru +3 other locations
Eagle Infra,4.0,(187),Engineering & Construction,Mumbai +46 other locations
Psychotropics India,3.9,(184),Pharma,Haridwar +17 other locations
Celon Laboratories,3.4,(184),Pharma,Hyderabad +23 other locations
Meritto,3.4,(184),Internet,Gurugram +11 other locations
ACUTAAS CHEMICALS LIMITED,3.7,(185),Pharma,Surat +8 other locations
NRP Projects,4.1,(184),Engineering & Construction,Chennai +28 other locations
Stedman Pharmaceuticals,4.1,(184),Pharma,Chennai +30 other locations
Zentiva,4.2,(184),Pharma,Ankleshwar +7 other locations
NexTurn,3.9,(184),IT Services & Consulting,Hyderabad +2 other locations
Tech Mahindra Foundation,4.1,(184),Non-Profit,New Delhi +23 other locations
Biesse Manufacturing,3.6,(184),Architecture & Interior Design,Bengaluru +8 other locations
Gates,3.7,(184),Industrial Automation,Faridabad +19 other locations
Accutest Research Laboratories,3.2,(184),Clinical Research,Mumbai +7 other locations
Walstar Technologies,4.1,(184),IT Services & Consulting,Kolhapur +3 other locations
Programming.Com,3.5,(184),IT Services & Consulting,Gurugram +13 other locations
Towell Engineering Group,3.7,(183),Engineering & Construction,Muscat +13 other locations
