name,rating,reviews,company_type,Head_Quarters
Intellect Design Arena,3.6,(2.4k),Software Product,Chennai +40 other locations
Datamatics Global Services,3.4,(2.4k),IT Services & Consulting,Mumbai +37 other locations
Adani Group,3.8,(2.4k),Power,Ahmedabad +196 other locations
CorroHealth Infotech,3.6,(2.4k),Analytics & KPO,Hyderabad +35 other locations
Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality,Mumbai +110 other locations
Axis Direct,3.6,(2.4k),Financial Services,Mumbai +270 other locations
Cadila Pharmaceuticals,3.3,(2.4k),Pharma,Ahmedabad +134 other locations
Aditya Birla Group,4.1,(2.4k),Metals & Mining,Mumbai +268 other locations
3i Infotech,3.4,(2.4k),IT Services & Consulting,Mumbai +129 other locations
Cholamandalam MS General Insurance,3.8,(2.4k),Insurance,Chennai +388 other locations
Syngene International,3.8,(2.4k),Clinical Research,Bengaluru +21 other locations
Capgemini Engineering,3.4,(2.3k),IT Services & Consulting,Bengaluru +28 other locations
Info Edge,3.9,(2.3k),Internet,Noida +69 other locations
KocharTech,3.6,(2.3k),IT Services & Consulting,Kolkata +25 other locations
Bureau Veritas,3.8,(2.3k),Other,Mumbai +146 other locations
Delhi Public School,3.8,(2.3k),Education & Training,New Delhi +274 other locations
Aavas Financiers,4.0,(2.3k),NBFC,Jaipur +294 other locations
Cybage,3.8,(2.3k),IT Services & Consulting,Pune +15 other locations
RMSI,3.6,(2.3k),IT Services & Consulting,Hyderabad +25 other locations
TaskUs,3.0,(2.3k),BPO,Indore +35 other locations
Xoriant,4.1,(2.3k),IT Services & Consulting,Pune +23 other locations
Straive,3.3,(2.3k),IT Services & Consulting,Chennai +31 other locations
Lifestyle,4.2,(2.3k),Retail,Bengaluru +129 other locations
Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma,Haridwar +38 other locations
Sopra Steria,3.9,(2.3k),IT Services & Consulting,Noida +20 other locations
Kia India,4.0,(2.3k),Automobile,Anantapur +188 other locations
GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit,Lucknow +213 other locations
Eureka Forbes,3.7,(2.3k),Consumer Electronics & Appliances,Mumbai +183 other locations
Sobha,3.8,(2.3k),Real Estate,Bengaluru +38 other locations
Apollo Pharmacy,3.6,(2.3k),Pharma,Hyderabad +284 other locations
Unacademy,2.9,(2.2k),EdTech,Bengaluru +73 other locations
Lodha,4.1,(2.2k),Real Estate,Mumbai +30 other locations
Radisson Hotels,4.0,(2.2k),Hospitality,New Delhi +128 other locations
Myntra,3.9,(2.2k),Internet,Bengaluru +103 other locations
Endurance Technologies Limited,3.9,(2.2k),Auto Components,Chhatrapati Sambhajinagar +50 other locations
SBI Securities,3.6,(2.2k),Financial Services,Mumbai +315 other locations
Team Computers,3.6,(2.2k),IT Services & Consulting,New Delhi +105 other locations
TCE,3.8,(2.2k),Engineering & Construction,Mumbai +132 other locations
Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances,Haridwar +168 other locations
AWL Agri Business,4.0,(2.2k),FMCG,Ahmedabad +199 other locations
Lava International,3.9,(2.2k),Consumer Electronics & Appliances,Noida +222 other locations
Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance,Mumbai +318 other locations
Daikin Airconditioning India Pvt. Ltd.,4.2,(2.2k),Consumer Electronics & Appliances,Neemrana +109 other locations
Newgen Software Technologies,4.0,(2.2k),IT Services & Consulting,Noida +32 other locations
Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances,Pune +175 other locations
GAO Tek,4.5,(2.2k),Electrical Equipment,New York +41 other locations
Bharti AXA Life Insurance,3.6,(2.2k),Insurance,Mumbai +243 other locations
Cisco,4.1,(2.2k),Hardware & Networking,Bengaluru +46 other locations
Indian Railways,4.2,(2.2k),Railways,Kolkata +249 other locations
SBI General Insurance,3.6,(2.2k),Insurance,Mumbai +289 other locations
GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma,Bengaluru +217 other locations
BNP Paribas,3.7,(2.2k),Banking,Mumbai +27 other locations
Coromandel International,4.1,(2.2k),Agro Chemicals,Visakhapatnam +183 other locations
Renault Nissan Technology & Business Centre India,3.7,(2.2k),Automobile,Chennai +19 other locations
Nokia Networks,4.1,(2.2k),Hardware & Networking,Chennai +87 other locations
Shahi Exports,3.9,(2.2k),Fashion & Textile,Bengaluru +72 other locations
Meesho,3.7,(2.2k),Internet,Bengaluru +132 other locations
Sify Technologies,3.6,(2.1k),IT Services & Consulting,Chennai +133 other locations
ValueLabs,3.5,(2.1k),IT Services & Consulting,Hyderabad +20 other locations
Allstate,3.6,(2.1k),Insurance,Pune +16 other locations
Ambuja Cements,3.8,(2.1k),Building Material,Mumbai +259 other locations
Microsoft Corporation,3.8,(2.1k),Software Product,Bengaluru +47 other locations
Bank of Baroda,3.5,(2.1k),Banking,Mumbai +299 other locations
Life Insurance Corporation of India,4.4,(2.1k),Insurance,New Delhi +470 other locations
Brakes India,3.9,(2.1k),Auto Components,Chennai +100 other locations
Huawei Technologies,4.0,(2.1k),Telecom,Bengaluru +104 other locations
Cargill,3.9,(2.1k),Food Processing,Bengaluru +122 other locations
BHEL,4.2,(2.1k),Electrical Equipment,Bengaluru +129 other locations
Spark Minda,3.8,(2.1k),Auto Components,Pune +75 other locations
upGrad,3.3,(2.1k),EdTech,Bengaluru +49 other locations
Simplex Infrastructures,3.4,(2.1k),Engineering & Construction,Kolkata +138 other locations
Poonawalla Fincorp,3.6,(2.1k),NBFC,Pune +262 other locations
Power Mech Projects,3.8,(2.1k),Engineering & Construction,Hyderabad +152 other locations
CAMS,3.6,(2.1k),Financial Services,Chennai +107 other locations
Mercedes-Benz Research and Development India,3.6,(2.1k),IT Services & Consulting,Bengaluru +52 other locations
Pfizer,3.9,(2.1k),Pharma,Visakhapatnam +133 other locations
FirstCry,3.6,(2.1k),Retail,Pune +213 other locations
Generali Central Life Insurance,3.5,(2.1k),Insurance,Mumbai +199 other locations
Bharat Petroleum,4.2,(2.1k),Oil & Gas,Mumbai +261 other locations
Force Motors,3.7,(2.1k),Automobile,Pune +106 other locations
Saint-Gobain,3.9,(2.1k),Building Material,Mumbai +103 other locations
Jio Platforms,3.4,(2.1k),IT Services & Consulting,Mumbai +103 other locations
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile,Ahmedabad +105 other locations
Nuvoco Vistas,4.1,(2.1k),Building Material,Kolkata +198 other locations
NTT DATA Business Solutions,4.1,(2.1k),IT Services & Consulting,Bengaluru +32 other locations
Kotak Securities,3.5,(2.1k),Financial Services,Mumbai +140 other locations
Manipal Hospitals,4.0,(2.1k),Healthcare,Bengaluru +66 other locations
Ola Cabs,3.3,(2.1k),Internet,Bengaluru +112 other locations
JK Tyre,3.7,(2.1k),Auto Components,Chennai +141 other locations
Raymond Lifestyle Limited,4.1,(2.1k),Fashion & Textile,Mumbai +149 other locations
Reliance Trends,4.0,(2k),Retail,Bengaluru +393 other locations
Renault-Nissan,4.1,(2k),Automobile,Chennai +86 other locations
ITC Hotels,4.1,(2k),Hospitality,Bengaluru +95 other locations
IndusInd General Insurance,3.6,(2k),Insurance,Mumbai +193 other locations
Infinite Computer Solutions,3.3,(2k),IT Services & Consulting,Bengaluru +36 other locations
Delphi TVS,3.9,(2k),Auto Components,Chennai +60 other locations
CitiusTech,3.2,(2k),IT Services & Consulting,Mumbai +17 other locations
Henry Harvin Education,3.6,(2k),EdTech,Noida +33 other locations
Biological E,4.2,(2k),Pharma,Hyderabad +72 other locations
Extramarks Education,3.3,(2k),EdTech,Noida +111 other locations
Morgan Stanley,3.6,(2k),Financial Services,Mumbai +19 other locations
SGS,3.8,(2k),"Testing, Inspection and Certification (TIC)",Mumbai +145 other locations
YASH Technologies,3.7,(2k),IT Services & Consulting,Hyderabad +31 other locations
EPAM Systems,3.7,(2k),IT Services & Consulting,Hyderabad +35 other locations
K12 Techno Services,3.7,(2k),EdTech,Bengaluru +43 other locations
Senco Gold,4.4,(2k),Jewellery,Kolkata +79 other locations
Novartis,4.1,(2k),Pharma,Hyderabad +75 other locations
State Street Syntel,3.7,(2k),Financial Services,Mumbai +21 other locations
Ninjacart,3.8,(2k),Internet,Bengaluru +112 other locations
SAP,4.1,(2k),Software Product,Bengaluru +54 other locations
IDBI Bank,3.4,(2k),Banking,Mumbai +333 other locations
HSBC Electronic Data Processing,4.0,(2k),IT Services & Consulting,Bengaluru +19 other locations
AECOM,4.2,(1.9k),Engineering & Construction,Gurugram +122 other locations
Narayana Health,4.0,(1.9k),Healthcare,Bengaluru +64 other locations
Aditya Birla Health Insurance Co,3.7,(1.9k),Insurance,Mumbai +251 other locations
L&T Energy Hydrocarbon,3.8,(1.9k),Engineering & Construction,Vadodara +88 other locations
Paisabazaar.com,3.4,(1.9k),Internet,Gurugram +35 other locations
Honeywell Automation,3.7,(1.9k),Industrial Automation,Pune +78 other locations
Haier Appliances India,4.0,(1.9k),Consumer Electronics & Appliances,Pune +159 other locations
Shadowfax Technologies,3.5,(1.9k),Logistics,Bengaluru +240 other locations
Schindler,3.9,(1.9k),Industrial Machinery,Pune +88 other locations
Motherson Automotive Technologies and Engineering,3.8,(1.9k),Auto Components,Chennai +68 other locations
R.R. Donnelley,3.6,(1.9k),Marketing & Advertising,Chennai +26 other locations
Trent,3.8,(1.9k),Retail,Mumbai +145 other locations
Philips,3.8,(1.9k),Medical Equipment,Bengaluru +96 other locations
V-Guard Industries,4.3,(1.9k),Consumer Electronics & Appliances,Kochi +169 other locations
NCR Voyix,3.5,(1.9k),IT Services & Consulting,Hyderabad +90 other locations
Dr Lal PathLabs,4.2,(1.9k),Healthcare,New Delhi +202 other locations
Microland,3.5,(1.9k),IT Services & Consulting,Bengaluru +45 other locations
Uflex,3.8,(1.9k),Packaging,Noida +46 other locations
Parle Products,3.9,(1.9k),FMCG,Mumbai +249 other locations
Gabriel India Limited,4.1,(1.9k),Auto Components,Pune +52 other locations
CMS Infosystems,3.5,(1.9k),Software Product,Mumbai +217 other locations
Spinny,3.7,(1.9k),Internet,Gurugram +63 other locations
Globiva,3.0,(1.9k),BPO,Gurugram +30 other locations
Crisil,3.5,(1.9k),Analytics & KPO,Mumbai +81 other locations
Google,4.4,(1.9k),Software Product,Bengaluru +86 other locations
Tekwissen,4.9,(1.9k),IT Services & Consulting,Visakhapatnam +5 other locations
Adecco Group,3.8,(1.9k),Recruitment,Bengaluru +180 other locations
CNH (Case New Holland),3.7,(1.9k),Industrial Machinery,Gurugram +136 other locations
Angel One,3.6,(1.9k),FinTech,Mumbai +132 other locations
Lucas-TVS,3.9,(1.9k),Auto Components,Chennai +76 other locations
Safexpress,3.9,(1.9k),Logistics,New Delhi +158 other locations
DHL Supply Chain,4.2,(1.9k),Logistics,Mumbai +101 other locations
Aadhar Housing Finance,4.0,(1.9k),NBFC,Mumbai +325 other locations
Aye Finance,4.1,(1.9k),NBFC,Gurugram +365 other locations
G R Infraprojects,4.1,(1.9k),Engineering & Construction,Gurugram +158 other locations
NTPC,4.2,(1.9k),Power,New Delhi +124 other locations
HTC Global Services,3.4,(1.9k),IT Services & Consulting,Chennai +32 other locations
Iris Software,3.8,(1.9k),IT Services & Consulting,Noida +23 other locations
Thomson Reuters,3.8,(1.9k),Software Product,Bengaluru +27 other locations
Tata Power,3.9,(1.9k),Power,Mumbai +151 other locations
Infinx,3.7,(1.9k),Software Product,Hyderabad +36 other locations
Tata Tele Business Services,3.6,(1.9k),Telecom,Mumbai +136 other locations
Trident Group,3.3,(1.9k),Fashion & Textile,Barnala +58 other locations
Hindustan Aeronautics,4.3,(1.9k),Defence & Aerospace,Bengaluru +64 other locations
TVS Sundram Fasteners,3.6,(1.8k),Auto Components,Chennai +66 other locations
PI Industries,3.8,(1.8k),Agro Chemicals,Vadodara +107 other locations
Torrent Power,3.8,(1.8k),Power,Ahmedabad +61 other locations
KENT RO Systems,3.7,(1.8k),Consumer Electronics & Appliances,Noida +154 other locations
ICICI Home Finance,3.7,(1.8k),Financial Services,Mumbai +219 other locations
CSB Bank,3.2,(1.8k),Banking,Mumbai +233 other locations
Jindal Saw,4.0,(1.8k),Iron & Steel,Mundra +76 other locations
NeoSOFT,3.4,(1.8k),IT Services & Consulting,Mumbai +24 other locations
Aragen Life Sciences,3.9,(1.8k),Clinical Research,Hyderabad +30 other locations
Medi Assist India,3.5,(1.8k),Insurance,Bengaluru +66 other locations
First American (India),3.5,(1.8k),Insurance,Bengaluru +22 other locations
Verizon,3.5,(1.8k),Telecom,Hyderabad +11 other locations
Polycab Wires,4.0,(1.8k),Electrical Equipment,Vadodara +166 other locations
Honda Cars,4.3,(1.8k),Automobile,Bhiwadi +117 other locations
TELUS Digital,3.6,(1.8k),IT Services & Consulting,Noida +25 other locations
AXA Global Business Services,3.8,(1.8k),IT Services & Consulting,Pune +11 other locations
Fusion CX,3.3,(1.8k),BPO,Kolkata +57 other locations
Infra.Market,3.9,(1.8k),Building Material,Mumbai +131 other locations
AkzoNobel,4.1,(1.8k),Chemicals,Pune +162 other locations
Sterling & Wilson,4.0,(1.8k),Engineering & Construction,Mumbai +130 other locations
Capri Global Capital,3.6,(1.8k),NBFC,New Delhi +334 other locations
Innovsource Services,3.9,(1.8k),Recruitment,Mumbai +251 other locations
Godrej Properties,3.6,(1.8k),Real Estate,Mumbai +34 other locations
Stellar Migration,1.3,(1.8k),Other,Dubai +7 other locations
Cafe Coffee Day,3.7,(1.8k),Hospitality,Bengaluru +105 other locations
Haldiram Foods International Limited,3.8,(1.8k),FMCG,Nagpur +166 other locations
DIVI'S Laboratories,3.6,(1.8k),Pharma,Visakhapatnam +36 other locations
MetLife,4.0,(1.8k),Insurance,Noida +44 other locations
Hindustan Petroleum,4.2,(1.8k),Oil & Gas,Mumbai +256 other locations
SS&C TECHNOLOGIES,3.2,(1.8k),IT Services & Consulting,Mumbai +30 other locations
Digit Insurance,3.7,(1.7k),Insurance,Bengaluru +88 other locations
Tata Communications Transformation Services,3.8,(1.7k),Telecom,Pune +95 other locations
Kalyan Jewellers,4.4,(1.7k),Jewellery,Thrissur +156 other locations
USHA International,4.1,(1.7k),Consumer Electronics & Appliances,Gurugram +148 other locations
Air India,3.4,(1.7k),Aviation,New Delhi +68 other locations
Reckitt Benckiser,3.9,(1.7k),FMCG,Gurugram +135 other locations
Future Retail,4.4,(1.7k),Retail,Mumbai +197 other locations
Security and Intelligence Services (India),4.0,(1.7k),Law Enforcement & Security,New Delhi +196 other locations
Dhani Loans and Services,3.9,(1.7k),NBFC,Gurugram +186 other locations
USV,4.0,(1.7k),Pharma,Mumbai +108 other locations
Isgec Heavy Engineering,3.8,(1.7k),Engineering & Construction,Noida +91 other locations
HDFC Securities,3.4,(1.7k),Financial Services,Mumbai +185 other locations
BT Business,3.9,(1.7k),Telecom,Gurugram +12 other locations
Vedantu,3.3,(1.7k),EdTech,Bengaluru +72 other locations
LivSpace,3.3,(1.7k),Architecture & Interior Design,Bengaluru +53 other locations
Pine Labs,3.3,(1.7k),FinTech,Noida +118 other locations
Bata,3.5,(1.7k),Fashion & Textile,Gurugram +149 other locations
Adani Green Energy,3.9,(1.7k),Power,Ahmedabad +114 other locations
XBP Global,3.2,(1.7k),Internet,Chennai +23 other locations
Annapurna Finance,3.9,(1.7k),NBFC,Bhubaneswar +393 other locations
Metro Cash & Carry,4.0,(1.7k),Retail,Bengaluru +88 other locations
Indian Navy,4.6,(1.7k),Defence & Aerospace,Mumbai +74 other locations
Mother Dairy Fruit & Vegetable,4.0,(1.7k),Food Processing,New Delhi +127 other locations
BVG India,4.2,(1.7k),Facility Management Services,Pune +135 other locations
NEC,4.0,(1.7k),IT Services & Consulting,Noida +54 other locations
Granules India Limited,3.8,(1.7k),Pharma,Hyderabad +22 other locations
Sysnet Global Technologies,3.7,(1.7k),IT Services & Consulting,New Delhi +153 other locations
Cavinkare,4.0,(1.7k),FMCG,Chennai +172 other locations
Provana,3.9,(1.7k),BPO,Noida +11 other locations
Rungta Mines,4.0,(1.7k),Metals & Mining,Chaibasa +56 other locations
Orchids International School,3.9,(1.7k),Education & Training,Bengaluru +33 other locations
Orange Business,4.1,(1.7k),IT Services & Consulting,Gurugram +52 other locations
Medanta the Medicity,4.0,(1.7k),Healthcare,Gurugram +48 other locations
Hitachi Astemo,4.1,(1.7k),Auto Components,Neemrana +51 other locations
Frankfinn Institute of Air Hostess Training,3.9,(1.7k),Education & Training,Gurugram +60 other locations
FactSet,3.7,(1.7k),Analytics & KPO,Hyderabad +17 other locations
Caterpillar Inc,4.1,(1.7k),Industrial Machinery,Chennai +43 other locations
Cushman & Wakefield,4.1,(1.6k),Real Estate,Gurugram +44 other locations
HighRadius,2.6,(1.6k),Software Product,Hyderabad +15 other locations
TTEC India,3.7,(1.6k),BPO,Ahmedabad +35 other locations
KONE,4.1,(1.6k),Industrial Machinery,Chennai +72 other locations
Yamaha Motor,4.1,(1.6k),Automobile,Chennai +155 other locations
MagicBricks,4.0,(1.6k),Internet,Noida +35 other locations
Rane (Madras),3.9,(1.6k),Auto Components,Chennai +57 other locations
JSW Bhushan Power & Steel,4.0,(1.6k),Iron & Steel,Jharsuguda +65 other locations
DHL Express,4.1,(1.6k),Logistics,Mumbai +90 other locations
BA Continuum,3.9,(1.6k),IT Services & Consulting,Hyderabad +18 other locations
L.G.Balakrishnan & Bros,3.5,(1.6k),Auto Components,Coimbatore +61 other locations
Wipro Enterprises Ltd,3.8,(1.6k),FMCG,Bengaluru +122 other locations
American Broadcasting Company,4.0,(1.6k),Engineering & Construction,Bengaluru +105 other locations
Compass Group Support Services,4.0,(1.6k),Facility Management Services,Bengaluru +77 other locations
Procter & Gamble,4.0,(1.6k),FMCG,Mumbai +251 other locations
Johnson & Johnson,4.0,(1.6k),Healthcare,Mumbai +171 other locations
Tata Play,4.0,(1.6k),Broadcasting,Mumbai +222 other locations
Matrimony.com,4.0,(1.6k),Internet,Chennai +64 other locations
Vardhman Fabrics,4.0,(1.6k),Fashion & Textile,Baddi +63 other locations
CG Power and Industrial Solutions,3.9,(1.6k),Electrical Equipment,Bhopal +91 other locations
Patanjali Foods,3.7,(1.6k),FMCG,Haridwar +232 other locations
Hero Motors Company,3.9,(1.6k),Automobile,Ghaziabad +231 other locations
Chegg,4.1,(1.6k),EdTech,New Delhi +77 other locations
Arvind Group,4.0,(1.6k),Fashion & Textile,Ahmedabad +91 other locations
Clover Infotech,3.4,(1.6k),IT Services & Consulting,Mumbai +22 other locations
Belrise Industries,3.7,(1.6k),Auto Components,Pune +58 other locations
CMA CGM,3.9,(1.6k),Ports & Shipping,Chennai +37 other locations
Suryoday Small Finance Bank,4.0,(1.6k),Banking,Mumbai +232 other locations
Tata 1mg,3.6,(1.6k),Internet,Gurugram +62 other locations
HERE Technologies,3.8,(1.6k),IT Services & Consulting,Mumbai +19 other locations
Krishna Maruti,3.8,(1.6k),Auto Components,Gurugram +50 other locations
ReNew,4.2,(1.6k),Power,Gurugram +105 other locations
Marico,3.8,(1.6k),FMCG,Mumbai +183 other locations
IIFL SAMASTA,3.7,(1.6k),NBFC,Bengaluru +397 other locations
NielsenIQ,3.5,(1.6k),Analytics & KPO,Chennai +54 other locations
Coronis Ajuba Solutions,3.9,(1.6k),BPO,Chennai +31 other locations
PharmEasy,3.7,(1.6k),Internet,Bengaluru +70 other locations
Toyota Kirloskar Motor,4.3,(1.6k),Automobile,Bengaluru +90 other locations
Dixon Technologies,3.9,(1.6k),Electronics Manufacturing,Noida +46 other locations
